"NFGOVCOFOG_FUNCTION","Government function","NFGOVCOFOG_ITEM","Item","NFGOVCOFOG_SECTOR","Institutional sector","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"F04","04 Economic affairs","D3","Subsidies (D.3)","S1314","Social security funds","A","Annual","2016","2016",1736.8,,
"F04","04 Economic affairs","D4","Property income paid (D.4)","S1300","General government","A","Annual","2016","2016",0,,
"F04","04 Economic affairs","D4","Property income paid (D.4)","S1311","Federal government","A","Annual","2016","2016",0,,
"F04","04 Economic affairs","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2016","2016",0,,
"F04","04 Economic affairs","D4","Property income paid (D.4)","S1313","Local government","A","Annual","2016","2016",0,,
"F04","04 Economic affairs","D4","Property income paid (D.4)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04","04 Economic affairs","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1300","General government","A","Annual","2016","2016",1104.2,,
"F04","04 Economic affairs","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1311","Federal government","A","Annual","2016","2016",0,,
"F04","04 Economic affairs","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2016","2016",424.7,,
"F04","04 Economic affairs","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1313","Local government","A","Annual","2016","2016",0,,
"F04","04 Economic affairs","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1314","Social security funds","A","Annual","2016","2016",679.5,,
"F04","04 Economic affairs","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1300","General government","A","Annual","2016","2016",3368,,
"F04","04 Economic affairs","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1311","Federal government","A","Annual","2016","2016",297.2,,
"F04","04 Economic affairs","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2016","2016",2680.1,,
"F04","04 Economic affairs","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1313","Local government","A","Annual","2016","2016",390.7,,
"F04","04 Economic affairs","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04","04 Economic affairs","D7","Other current transfers (D.7)","S1300","General government","A","Annual","2016","2016",853.3,,
"F04","04 Economic affairs","D7","Other current transfers (D.7)","S1311","Federal government","A","Annual","2016","2016",573.3,,
"F04","04 Economic affairs","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2016","2016",1370.7,,
"F04","04 Economic affairs","D7","Other current transfers (D.7)","S1313","Local government","A","Annual","2016","2016",71.1,,
"F04","04 Economic affairs","D7","Other current transfers (D.7)","S1314","Social security funds","A","Annual","2016","2016",131.5,,
"F04","04 Economic affairs","D9","Capital transfers (D.9)","S1300","General government","A","Annual","2016","2016",2645.7,,
"F04","04 Economic affairs","D9","Capital transfers (D.9)","S1311","Federal government","A","Annual","2016","2016",2029.1,,
"F04","04 Economic affairs","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2016","2016",783.9,,
"F04","04 Economic affairs","D9","Capital transfers (D.9)","S1313","Local government","A","Annual","2016","2016",21.4,,
"F04","04 Economic affairs","D9","Capital transfers (D.9)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04","04 Economic affairs","P3","Final consumption expenditure (P.3)","S1300","General government","A","Annual","2016","2016",9321.9,,
"F04","04 Economic affairs","P3","Final consumption expenditure (P.3)","S1311","Federal government","A","Annual","2016","2016",755.4,,
"F04","04 Economic affairs","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2016","2016",6788.8,,
"F04","04 Economic affairs","P3","Final consumption expenditure (P.3)","S1313","Local government","A","Annual","2016","2016",1777.7,,
"F04","04 Economic affairs","P3","Final consumption expenditure (P.3)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_1","04.1 General economic, commercial and labour affairs","TOT","Total government expenditure","S1300","General government","A","Annual","2016","2016",14662.5,,
"F04_1","04.1 General economic, commercial and labour affairs","TOT","Total government expenditure","S1311","Federal government","A","Annual","2016","2016",3899.3,,
"F04_1","04.1 General economic, commercial and labour affairs","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2016","2016",8689.6,,
"F04_1","04.1 General economic, commercial and labour affairs","TOT","Total government expenditure","S1313","Local government","A","Annual","2016","2016",582.5,,
"F04_1","04.1 General economic, commercial and labour affairs","TOT","Total government expenditure","S1314","Social security funds","A","Annual","2016","2016",2547.8,,
"F04_1","04.1 General economic, commercial and labour affairs","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1300","General government","A","Annual","2016","2016",257.3,,
"F04_1","04.1 General economic, commercial and labour affairs","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1311","Federal government","A","Annual","2016","2016",-1.6,,
"F04_1","04.1 General economic, commercial and labour affairs","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2016","2016",240.2,,
"F04_1","04.1 General economic, commercial and labour affairs","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1313","Local government","A","Annual","2016","2016",18.6,,
"F04_1","04.1 General economic, commercial and labour affairs","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_1","04.1 General economic, commercial and labour affairs","D1","Compensation of employees (D.1)","S1300","General government","A","Annual","2016","2016",1443.2,,
"F04_1","04.1 General economic, commercial and labour affairs","D1","Compensation of employees (D.1)","S1311","Federal government","A","Annual","2016","2016",219,,
"F04_1","04.1 General economic, commercial and labour affairs","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2016","2016",798.7,,
"F04_1","04.1 General economic, commercial and labour affairs","D1","Compensation of employees (D.1)","S1313","Local government","A","Annual","2016","2016",425.5,,
"F04_1","04.1 General economic, commercial and labour affairs","D1","Compensation of employees (D.1)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_1","04.1 General economic, commercial and labour affairs","D3","Subsidies (D.3)","S1300","General government","A","Annual","2016","2016",9868.9,,
"F04_1","04.1 General economic, commercial and labour affairs","D3","Subsidies (D.3)","S1311","Federal government","A","Annual","2016","2016",3004,,
"F04_1","04.1 General economic, commercial and labour affairs","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2016","2016",5067.9,,
"F04_1","04.1 General economic, commercial and labour affairs","D3","Subsidies (D.3)","S1313","Local government","A","Annual","2016","2016",60.3,,
"F04_1","04.1 General economic, commercial and labour affairs","D3","Subsidies (D.3)","S1314","Social security funds","A","Annual","2016","2016",1736.8,,
"F04_1","04.1 General economic, commercial and labour affairs","D4","Property income paid (D.4)","S1300","General government","A","Annual","2016","2016",0,,
"F04_1","04.1 General economic, commercial and labour affairs","D4","Property income paid (D.4)","S1311","Federal government","A","Annual","2016","2016",0,,
"F04_1","04.1 General economic, commercial and labour affairs","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2016","2016",0,,
"F04_1","04.1 General economic, commercial and labour affairs","D4","Property income paid (D.4)","S1313","Local government","A","Annual","2016","2016",0,,
"F04_1","04.1 General economic, commercial and labour affairs","D4","Property income paid (D.4)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_1","04.1 General economic, commercial and labour affairs","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1300","General government","A","Annual","2016","2016",1104.2,,
"F04_1","04.1 General economic, commercial and labour affairs","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1311","Federal government","A","Annual","2016","2016",0,,
"F04_1","04.1 General economic, commercial and labour affairs","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2016","2016",424.7,,
"F04_1","04.1 General economic, commercial and labour affairs","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1313","Local government","A","Annual","2016","2016",0,,
"F04_1","04.1 General economic, commercial and labour affairs","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1314","Social security funds","A","Annual","2016","2016",679.5,,
"F04_1","04.1 General economic, commercial and labour affairs","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1300","General government","A","Annual","2016","2016",599.9,,
"F04_1","04.1 General economic, commercial and labour affairs","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1311","Federal government","A","Annual","2016","2016",76.1,,
"F04_1","04.1 General economic, commercial and labour affairs","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2016","2016",470.3,,
"F04_1","04.1 General economic, commercial and labour affairs","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1313","Local government","A","Annual","2016","2016",53.4,,
"F04_1","04.1 General economic, commercial and labour affairs","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_1","04.1 General economic, commercial and labour affairs","D7","Other current transfers (D.7)","S1300","General government","A","Annual","2016","2016",505,,
"F04_1","04.1 General economic, commercial and labour affairs","D7","Other current transfers (D.7)","S1311","Federal government","A","Annual","2016","2016",144.2,,
"F04_1","04.1 General economic, commercial and labour affairs","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2016","2016",1254.9,,
"F04_1","04.1 General economic, commercial and labour affairs","D7","Other current transfers (D.7)","S1313","Local government","A","Annual","2016","2016",20.6,,
"F04_1","04.1 General economic, commercial and labour affairs","D7","Other current transfers (D.7)","S1314","Social security funds","A","Annual","2016","2016",131.5,,
"F04_1","04.1 General economic, commercial and labour affairs","D9","Capital transfers (D.9)","S1300","General government","A","Annual","2016","2016",884.1,,
"F04_1","04.1 General economic, commercial and labour affairs","D9","Capital transfers (D.9)","S1311","Federal government","A","Annual","2016","2016",457.5,,
"F04_1","04.1 General economic, commercial and labour affairs","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2016","2016",432.9,,
"F04_1","04.1 General economic, commercial and labour affairs","D9","Capital transfers (D.9)","S1313","Local government","A","Annual","2016","2016",4.1,,
"F04_1","04.1 General economic, commercial and labour affairs","D9","Capital transfers (D.9)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_1","04.1 General economic, commercial and labour affairs","P3","Final consumption expenditure (P.3)","S1300","General government","A","Annual","2016","2016",1930.4,,
"F04_1","04.1 General economic, commercial and labour affairs","P3","Final consumption expenditure (P.3)","S1311","Federal government","A","Annual","2016","2016",274.9,,
"F04_1","04.1 General economic, commercial and labour affairs","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2016","2016",1239.3,,
"F04_1","04.1 General economic, commercial and labour affairs","P3","Final consumption expenditure (P.3)","S1313","Local government","A","Annual","2016","2016",416.2,,
"F04_1","04.1 General economic, commercial and labour affairs","P3","Final consumption expenditure (P.3)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","TOT","Total government expenditure","S1300","General government","A","Annual","2016","2016",267.8,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","TOT","Total government expenditure","S1311","Federal government","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2016","2016",317.1,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","TOT","Total government expenditure","S1313","Local government","A","Annual","2016","2016",-29.9,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","TOT","Total government expenditure","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1300","General government","A","Annual","2016","2016",-82.5,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1311","Federal government","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2016","2016",6,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1313","Local government","A","Annual","2016","2016",-88.5,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D1","Compensation of employees (D.1)","S1300","General government","A","Annual","2016","2016",92.5,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D1","Compensation of employees (D.1)","S1311","Federal government","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2016","2016",58.8,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D1","Compensation of employees (D.1)","S1313","Local government","A","Annual","2016","2016",33.7,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D1","Compensation of employees (D.1)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D3","Subsidies (D.3)","S1300","General government","A","Annual","2016","2016",120.3,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D3","Subsidies (D.3)","S1311","Federal government","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2016","2016",116.1,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D3","Subsidies (D.3)","S1313","Local government","A","Annual","2016","2016",4.2,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D3","Subsidies (D.3)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D4","Property income paid (D.4)","S1300","General government","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D4","Property income paid (D.4)","S1311","Federal government","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D4","Property income paid (D.4)","S1313","Local government","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D4","Property income paid (D.4)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1300","General government","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1311","Federal government","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1313","Local government","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1300","General government","A","Annual","2016","2016",49.3,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1311","Federal government","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2016","2016",37.1,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1313","Local government","A","Annual","2016","2016",12.2,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D7","Other current transfers (D.7)","S1300","General government","A","Annual","2016","2016",34.5,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D7","Other current transfers (D.7)","S1311","Federal government","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2016","2016",29.6,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D7","Other current transfers (D.7)","S1313","Local government","A","Annual","2016","2016",8.1,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D7","Other current transfers (D.7)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D9","Capital transfers (D.9)","S1300","General government","A","Annual","2016","2016",53.8,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D9","Capital transfers (D.9)","S1311","Federal government","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2016","2016",69.5,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D9","Capital transfers (D.9)","S1313","Local government","A","Annual","2016","2016",0.5,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","D9","Capital transfers (D.9)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","P3","Final consumption expenditure (P.3)","S1300","General government","A","Annual","2016","2016",143.8,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","P3","Final consumption expenditure (P.3)","S1311","Federal government","A","Annual","2016","2016",0,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2016","2016",95.5,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","P3","Final consumption expenditure (P.3)","S1313","Local government","A","Annual","2016","2016",48.4,,
"F04_2","04.2 Agriculture, forestry, fishing and hunting","P3","Final consumption expenditure (P.3)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","TOT","Total government expenditure","S1300","General government","A","Annual","2016","2016",315.1,,
"F04_3","04.3 Fuel and energy","TOT","Total government expenditure","S1311","Federal government","A","Annual","2016","2016",260.5,,
"F04_3","04.3 Fuel and energy","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2016","2016",105.1,,
"F04_3","04.3 Fuel and energy","TOT","Total government expenditure","S1313","Local government","A","Annual","2016","2016",7.4,,
"F04_3","04.3 Fuel and energy","TOT","Total government expenditure","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1300","General government","A","Annual","2016","2016",43,,
"F04_3","04.3 Fuel and energy","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1311","Federal government","A","Annual","2016","2016",35.4,,
"F04_3","04.3 Fuel and energy","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1312","Communities and regions","A","Annual","2016","2016",3.3,,
"F04_3","04.3 Fuel and energy","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1313","Local government","A","Annual","2016","2016",4.3,,
"F04_3","04.3 Fuel and energy","P5_K2","Gross capital formation + acquisitions less disposals of non-financial non-produced assets (OP.5ANP)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","D1","Compensation of employees (D.1)","S1300","General government","A","Annual","2016","2016",61.3,,
"F04_3","04.3 Fuel and energy","D1","Compensation of employees (D.1)","S1311","Federal government","A","Annual","2016","2016",42.5,,
"F04_3","04.3 Fuel and energy","D1","Compensation of employees (D.1)","S1312","Communities and regions","A","Annual","2016","2016",17.5,,
"F04_3","04.3 Fuel and energy","D1","Compensation of employees (D.1)","S1313","Local government","A","Annual","2016","2016",1.3,,
"F04_3","04.3 Fuel and energy","D1","Compensation of employees (D.1)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","D3","Subsidies (D.3)","S1300","General government","A","Annual","2016","2016",3,,
"F04_3","04.3 Fuel and energy","D3","Subsidies (D.3)","S1311","Federal government","A","Annual","2016","2016",0.8,,
"F04_3","04.3 Fuel and energy","D3","Subsidies (D.3)","S1312","Communities and regions","A","Annual","2016","2016",2.1,,
"F04_3","04.3 Fuel and energy","D3","Subsidies (D.3)","S1313","Local government","A","Annual","2016","2016",0.1,,
"F04_3","04.3 Fuel and energy","D3","Subsidies (D.3)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","D4","Property income paid (D.4)","S1300","General government","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","D4","Property income paid (D.4)","S1311","Federal government","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","D4","Property income paid (D.4)","S1312","Communities and regions","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","D4","Property income paid (D.4)","S1313","Local government","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","D4","Property income paid (D.4)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1300","General government","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1311","Federal government","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1312","Communities and regions","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1313","Local government","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","D62_D6311_D63121_D63131","Social benefits other than social transfers in kind and social transfers in kind - purchased market production (D.6M)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1300","General government","A","Annual","2016","2016",188.2,,
"F04_3","04.3 Fuel and energy","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1311","Federal government","A","Annual","2016","2016",126.5,,
"F04_3","04.3 Fuel and energy","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1312","Communities and regions","A","Annual","2016","2016",61.6,,
"F04_3","04.3 Fuel and energy","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1313","Local government","A","Annual","2016","2016",0.1,,
"F04_3","04.3 Fuel and energy","P2_D29_D5_D8","Intermediate consumption  + Other taxes on production + Current taxes on income, wealth, etc. + Adjustment for the change in net equity of households in pension entitlements (OEC)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","D7","Other current transfers (D.7)","S1300","General government","A","Annual","2016","2016",1.8,,
"F04_3","04.3 Fuel and energy","D7","Other current transfers (D.7)","S1311","Federal government","A","Annual","2016","2016",52.9,,
"F04_3","04.3 Fuel and energy","D7","Other current transfers (D.7)","S1312","Communities and regions","A","Annual","2016","2016",2.5,,
"F04_3","04.3 Fuel and energy","D7","Other current transfers (D.7)","S1313","Local government","A","Annual","2016","2016",0.7,,
"F04_3","04.3 Fuel and energy","D7","Other current transfers (D.7)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","D9","Capital transfers (D.9)","S1300","General government","A","Annual","2016","2016",17.7,,
"F04_3","04.3 Fuel and energy","D9","Capital transfers (D.9)","S1311","Federal government","A","Annual","2016","2016",2.4,,
"F04_3","04.3 Fuel and energy","D9","Capital transfers (D.9)","S1312","Communities and regions","A","Annual","2016","2016",18.2,,
"F04_3","04.3 Fuel and energy","D9","Capital transfers (D.9)","S1313","Local government","A","Annual","2016","2016",0.7,,
"F04_3","04.3 Fuel and energy","D9","Capital transfers (D.9)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_3","04.3 Fuel and energy","P3","Final consumption expenditure (P.3)","S1300","General government","A","Annual","2016","2016",155.6,,
"F04_3","04.3 Fuel and energy","P3","Final consumption expenditure (P.3)","S1311","Federal government","A","Annual","2016","2016",169,,
"F04_3","04.3 Fuel and energy","P3","Final consumption expenditure (P.3)","S1312","Communities and regions","A","Annual","2016","2016",23.9,,
"F04_3","04.3 Fuel and energy","P3","Final consumption expenditure (P.3)","S1313","Local government","A","Annual","2016","2016",-37.3,,
"F04_3","04.3 Fuel and energy","P3","Final consumption expenditure (P.3)","S1314","Social security funds","A","Annual","2016","2016",0,,
"F04_4","04.4 Mining, manufacturing and construction","TOT","Total government expenditure","S1300","General government","A","Annual","2016","2016",24.5,,
"F04_4","04.4 Mining, manufacturing and construction","TOT","Total government expenditure","S1311","Federal government","A","Annual","2016","2016",0.4,,
"F04_4","04.4 Mining, manufacturing and construction","TOT","Total government expenditure","S1312","Communities and regions","A","Annual","2016","2016",16.6,,
